id,submi_id,title,authors,video_link,img,Keywords,group,type,abstracts,alt_text,captions,transcript,doc_link
22,144,Towards Claim-Centered Biomedical Knowledge Representation: A Pilot Annotation Corpus,"Rohitha Ravinder, Leyla Jael Castro and Dietrich Rebholz-Schuhmann",,https://drive.google.com/file/d/11cvnV_ioUpOJkXUdBffA9np9PI9Y2IV8/view?usp=drive_link,"claim annotation, biomedical knowledge graphs, knowledge representation, scientific claims",pd,Poster,"Towards Claim-Centered Biomedical Knowledge Representation: A Pilot Annotation Corpus

Authors: Rohitha Ravinder (1,2), Leyla Jael Castro (2), Dietrich Rebholz-Schuhmann (1,2)
Affiliations: (1) University of Cologne; (2) ZB MED - Information Centre for Life Sciences
Venue: SEMANTiCS Ghent 2026

The poster presents a claim-centered annotation framework for enriching BioRED biomedical relation annotations. Its central idea is that scientific findings should be represented not only as biomedical relations, but also in terms of the primary claim, its epistemic properties and the relations that support or contextualize it.

The poster is arranged from top to bottom and from left to right. A short introduction at the top explains the motivation: conventional biomedical relation extraction can obscure which finding constitutes the primary scientific claim and how supporting relations relate to it. The proposed approach adds a claim-centric layer to BioRED.

The large Annotation Dimensions panel on the left shows three levels of annotation. First, claim identification captures the exact evidence sentences and a normalized main claim. Second, claim characterization describes the claim's type, expression mode, polarity and assertion strength. Third, relation context assigns BioRED relations the roles core claim, claim-related or contextual. The colored boxes visually distinguish these different annotation dimensions.

The Pilot Corpus panel on the right shows the data-selection process as a flowchart. Abstracts from the BioRED training split containing at least one novel relation are sampled to obtain 150 abstracts for manual annotation. Two annotators independently annotate the abstracts, producing a claim-centered pilot corpus containing the claim layer and triple roles.
","Towards Claim-Centered Biomedical Knowledge Representation: A Pilot Annotation Corpus

Authors: Rohitha Ravinder (1,2), Leyla Jael Castro (2), Dietrich Rebholz-Schuhmann (1,2)
Affiliations: (1) University of Cologne; (2) ZB MED - Information Centre for Life Sciences
Venue: SEMANTiCS Ghent 2026

The poster presents a claim-centered annotation framework for enriching BioRED biomedical relation annotations. Its central idea is that scientific findings should be represented not only as biomedical relations, but also in terms of the primary claim, its epistemic properties and the relations that support or contextualize it.

The poster is arranged from top to bottom and from left to right. A short introduction at the top explains the motivation: conventional biomedical relation extraction can obscure which finding constitutes the primary scientific claim and how supporting relations relate to it. The proposed approach adds a claim-centric layer to BioRED.

The large Annotation Dimensions pan",,,
23,147,A Functional and Distributed RML Processor,Corentin Michaux and Christophe Debruyne,,https://drive.google.com/file/d/1t2Q-6znMPgnmr130haTta4WB1kB09OyR/view?usp=drive_link,"Knowledge Graph Construction, RDF Mapping Language, RML",pd,Poster,"Research poster titled ""A Functional and Distributed RML Processor"" by Corentin Michaux and Christophe Debruyne, University of Liège. The poster presents FPMapper, a Scala/Apache Spark-based RML processor that models RML mapping rules as pure, composable functions. It reports full conformance with core RML test suites and shows, via two line charts benchmarking execution time and peak memory against RMLMapper, SDM-RDFizer, and RMLStreamer on datasets from 1,000 to 1,000,000 rows, that FPMapper has a high fixed startup cost but becomes the fastest engine at 1 million rows while also using the most memory, indicating a speed-versus-memory trade-off.

LONG DESCRIPTION (structured, for assistive technology/screen reader users):

The poster is organized into a header and eight boxed sections arranged in a grid.

Header:
Shows the Liège Université logo, the poster title ""A Functional and Distributed RML Processor,"" the authors' names (Corentin Michaux, underlined/presenting author, and Christophe Debruyne), and their affiliation (Montefiore Institute, University of Liège, 4000 Liège, Belgium).

1. Research Question:
States the central question: ""Can a distributed RML processor for bounded batches be fully conformant with the RML specification and scale on large datasets?""

2. Related Work:
Explains that RML (RDF Mapping Language) is a declarative language for mapping heterogeneous, non-RDF sources to RDF, and that most existing engines run on a single machine, leaving distributed processing of large bounded batches underexplored. It lists three prior approaches: Morph-KGC and SDM-RDFizer, which parallelize RDF generation on a single machine; RMLStreamer, which is distributed but designed for streaming data; and Stadler et al. (reference 1), which rewrites RML into extended SPARQL CONSTRUCT queries evaluated through a SPARQL-to-RDD algebra layer. The section concludes that the proposed system, FPMapper, instead models RML constructs directly as composable functions, avoiding any intermediate SPARQL rewriting or query-algebra layer.

3. Design & Implementation: FPMapper:
Describes FPMapper as an RML processor written in Scala on top of Apache Spark. Key design points, presented as three short paragraphs:
- RML constructs are modeled as pure, composable functions, so the same pipeline runs unchanged whether executed locally or distributed across Spark partitions. Effectful operations such as file I/O are isolated using Cats Effect IO, and Apache Jena handles RDF serialization.
- Logical iterations are parallelized into a Resilient Distributed Dataset (RDD), with term-map evaluation running independently per iteration in a single mapPartitionsWithIndex pass. Some ""clever"" management is used to avoid data shuffles when generating blank nodes.
- Deduplication of output triples is exact but graph-local in the default output mode; a fully deduplicated ""--stdout"" mode exists but requires collecting all output to the driver node, at a performance cost. Join resolution for RML Logical Views (RML-LV) and Referencing Object Maps currently happens once, before distributed term-map evaluation.
","Research poster titled ""A Functional and Distributed RML Processor"" by Corentin Michaux and Christophe Debruyne, University of Liège. The poster presents FPMapper, a Scala/Apache Spark-based RML processor that models RML mapping rules as pure, composable functions. It reports full conformance with core RML test suites and shows, via two line charts benchmarking execution time and peak memory against RMLMapper, SDM-RDFizer, and RMLStreamer on datasets from 1,000 to 1,000,000 rows, that FPMapper has a high fixed startup cost but becomes the fastest engine at 1 million rows while also using the most memory, indicating a speed-versus-memory trade-off.

LONG DESCRIPTION (structured, for assistive technology/screen reader users):

The poster is organized into a header and eight boxed sections arranged in a grid.

Header:
Shows the Liège Université logo, the poster title ""A Functional and Distributed RML Processor,"" the authors' names (Corentin Michaux, underlined/presenting author, and Chris",,,
24,157,Assessing the Viability of an OBDA Approach to Integrating Databases into a Virtual Knowledge Graph for Research Management at ITC,"Phearun Ol, Deperias Kerre, Christophe Debruyne, Dona Valy and Sotheany Nou",,https://drive.google.com/file/d/1rS_VBdbikJtyckw4NnLLUUWaOf0qP1fp/view?usp=drive_link,"Research Management System, Ontology-based Data Access, Virtual Knowledge Graph, Data Integration",pd,Poster,"Research poster titled ""Assessing the Viability of an OBDA Approach to Integrating Databases into a Virtual Knowledge Graph for Research Management at ITC,"" by Phearun Ol, Deperias Kerre, Christophe Debruyne, Dona Valy, and Sotheany Nou. The poster describes a Virtual Knowledge Graph (VKG) built with Trino and Ontop to integrate three separate institutional databases at the Institute of Technology of Cambodia (student records, a student portal, and research management data) without modifying the source systems. It presents box-plot benchmark results showing that adding Trino workers helps query performance over a slow VPN connection but becomes counterproductive over a fast direct connection, where distributed-execution overhead outweighs the benefit for these small queries. It concludes that the OBDA/VKG approach is a viable, cost-conscious foundation for read-only integration of live institutional data.

LONG DESCRIPTION (structured, for assistive technology / screen reader users):

The poster is organized into a header and eight boxed sections arranged in a two-column grid, plus an ARES program logo in the bottom right corner.

Header:
Shows two logos (the Institute of Technology of Cambodia, ITC, and Liège Université), the poster title ""Assessing the Viability of an OBDA Approach to Integrating Databases into a Virtual Knowledge Graph for Research Management at ITC,"" the authors' names (Phearun Ol; Deperias Kerre, underlined as presenting author; Christophe Debruyne; Dona Valy; and Sotheany Nou), and three numbered affiliations: the Graduate School, Institute of Technology of Cambodia, Phnom Penh, Cambodia; the Montefiore Institute, University of Liège, Belgium; and the Research and Innovation Center, Institute of Technology of Cambodia, Phnom Penh, Cambodia.

1. Motivation & Context:
Explains that ITC (Institute of Technology of Cambodia) runs three independent information systems that are individually valuable but hard to see across: SMIS (students, staff, departments, academic records), the Student Portal (student-facing academic data), and RMIS/RIC (research profiles, projects, publications). It lists two challenges: heterogeneous representations across systems, and no single global identifier shared across them. It concludes that this separation limits the visibility and reuse of institutional knowledge.

2. Approach: OBDA / Virtual Knowledge Graph:
Contains a simple flow diagram showing three source systems (SMIS, Student Portal, RMIS/RIC) feeding into ""Trino federation,"" which feeds into ""Ontop (OBDA mappings + ontology),"" which produces a ""SPARQL endpoint."" Below the diagram, text explains that this work is part of the ARES Institutional Support Program 2022-2027 at ITC, which favors reusing existing infrastructure over replacing it, and that a Virtual Knowledge Graph (VKG) offers a cost-conscious solution.

3. Ontology & Mapping:
States that since the focus was assessing the viability of VKGs, the ontology was kept simple and built from scratch, with example classes (Employee, Student, Researcher, Department, Branch) and example properties (hasDepartment, hasAcademicRecord, participatesInProject). It explains that linking entities relies on source-specific IDs and bridge columns: the Student Portal links to SMIS students via an id_card field, and SMIS links to RMIS/RIC via a bridge table accessed through Trino. It notes that mappings were authored in Ontop's native OBDA syntax rather than R2RML, because it was faster to write and iterate on for the conditional joins needed here.
","Research poster titled ""Assessing the Viability of an OBDA Approach to Integrating Databases into a Virtual Knowledge Graph for Research Management at ITC,"" by Phearun Ol, Deperias Kerre, Christophe Debruyne, Dona Valy, and Sotheany Nou. The poster describes a Virtual Knowledge Graph (VKG) built with Trino and Ontop to integrate three separate institutional databases at the Institute of Technology of Cambodia (student records, a student portal, and research management data) without modifying the source systems. It presents box-plot benchmark results showing that adding Trino workers helps query performance over a slow VPN connection but becomes counterproductive over a fast direct connection, where distributed-execution overhead outweighs the benefit for these small queries. It concludes that the OBDA/VKG approach is a viable, cost-conscious foundation for read-only integration of live institutional data.

LONG DESCRIPTION (structured, for assistive technology / screen reader users):

",,,
25,173,Agentic Competency Question Generation for Copolymer Domain Ontologies,"Vishvapalsinhji Parmar, Vamsi Krishna Kommineni and Birgitta König-Ries",,https://drive.google.com/file/d/1Ls77CR0mfRO2NR5vWOe2WMo7qndxzOqv/view?usp=drive_link,"CQ Generation, Agentic Pipeline, Ontology Engineering",pd,Poster,"A research poster presenting a two-phase, agentic, retrieval-augmented
pipeline that automatically generates, validates, and consolidates
competency questions from scientific papers to support building a
copolymer domain ontology; applied to 14 papers it produced 682
competency questions with 0.98 mean faithfulness and zero off-paper
questions, consolidated into 120 ontology-ready questions.

=====================================================================
LONG STRUCTURED DESCRIPTION
=====================================================================
The poster is in portrait orientation and is organised into a header
band followed by three columns read left to right. Authors:
Vishvapalsinhji Parmar, Vamsi Krishna Kommineni, and Birgitta
Koenig-Ries, Heinz Nixdorf Chair for Distributed Information Systems,
Friedrich Schiller University Jena, Germany. The header carries the
university, COIN, and Fusion logos.

--- LEFT COLUMN: motivation ---

The bottleneck. Competency questions (CQs) are the requirements
artefact of ontology engineering. Generating a good question set by
hand needs repeated back-and-forth between domain experts and ontology
engineers.

Three LLM failure modes, each of which shaped a design decision. Given
as a three-row table with columns ""Failure mode"", ""Consequence"", and
""Our countermeasure"":
1. Lost in the middle. Consequence: long papers give uneven grounding.
   Countermeasure: full text never enters one prompt.
2. Persona collapse. Consequence: one prompt yields homogeneous
   questions. Countermeasure: seven personas times ten archetypes.
3. Sycophancy and self-preference. Consequence: the judge agrees and
   the refiner rewrites blindly. Countermeasure: a different model
   family per role.

No gold standard exists. Most LLM-based CQ work scores generated
questions against a reference set. For the copolymer domain no such set
exists. The VSPO work shows that similarity to a benchmark misses the
modelling defects that matter most, and Alharbi et al. note that the
CQs used during ontology development are often not published at all.
Therefore the evaluation used here is reference-free.","A research poster presenting a two-phase, agentic, retrieval-augmented
pipeline that automatically generates, validates, and consolidates
competency questions from scientific papers to support building a
copolymer domain ontology; applied to 14 papers it produced 682
competency questions with 0.98 mean faithfulness and zero off-paper
questions, consolidated into 120 ontology-ready questions.

=====================================================================
LONG STRUCTURED DESCRIPTION
=====================================================================
The poster is in portrait orientation and is organised into a header
band followed by three columns read left to right. Authors:
Vishvapalsinhji Parmar, Vamsi Krishna Kommineni, and Birgitta
Koenig-Ries, Heinz Nixdorf Chair for Distributed Information Systems,
Friedrich Schiller University Jena, Germany. The header carries the
university, COIN, and Fusion logos.

--- LEFT COLUMN: motivation ---

The bottleneck. Competency questions ",,,
26,164,Towards a Gold Dataset for Cross-Perspective Ontology Alignment in the Food Domain,Divyasha Sunil Naik and Birgitta König-Ries,,https://drive.google.com/file/d/1cftR-T0y29N0FVBu0DS_dOSGsyVWYSXz/view?usp=drive_link,"Food ontologies, Semantic heterogeneity, Cross-perspective alignment dataset, Benchmark creation",pd,Poster,"Towards a Gold Dataset for Cross-Perspective Ontology Alignment in the Food Domain

Description: This A1 conference poster presents CrossAligner-Food, an ongoing effort to create an expert-curated gold-standard dataset for cross-perspective ontology alignment in the food domain. The work investigates whether ontology alignment systems, including large language model-based methods, can identify meaningful relations beyond equivalence and hierarchy. These relations are called semantic bridges: directed properties that connect concepts from different ontology perspectives while preserving their distinct meanings. The dataset draws on three ontology subsets: the Ontology for Nutritional Studies (ONS), Medical Subject Headings (MeSH), and the Ontology of Culinary Occupations (OccO).

Layout: The poster is arranged vertically. A full-width header is followed by a two-column conceptual section, a full-width six-step workflow, a two-column results section, and a full-width footer. The intended reading order is from top to bottom and, within each two-column section, from left to right.

Header: The header contains the poster title, the authors, and the affiliation. It also states the event information.

Top section, left column: One domain—three conceptual commitments: This section explains that food is modelled through dietary, public-health, and occupational perspectives.

Top section, right column: Why semantic bridges?: This section states the important research gap/limitation and the main goal of the work in bullet points. It also describes the new term “semantic bridges.”

Middle section: Gold Standard Dataset Creation - A horizontal workflow contains six stages connected by right-pointing arrows. Step 1 selects complementary ontologies. Step 2 extracts ontology subsets with ROBOT and seed terms while preserving local structure. Step 3 profiles concepts using labels, definitions, hierarchy, properties, and restrictions. Step 4 groups candidate concepts using optional neutral meta-tags. Step 5 asks five domain experts to annotate candidate relations, bridge labels, and reasons. Step 6 consolidates agreement and checks relation direction to produce the final gold dataset. The candidate relation types are equivalent, narrower, broader, related_to, and no_relation.

Lower section, left column: The benchmark captures semantic bridges across perspectives: Three directed concept-to-concept examples are displayed from three different ontology subsets.

Lower section, right column: Ontology statistics and expert review: Statistics for the three ontology subsets are presented here. A horizontal bar chart summarizes semantic bridge groups (meta-tags) after expert review.

Footer: The footer includes a QR code that links to the CrossAligner-Food dataset repository. The footer also includes the logos of the FUSION research group, Friedrich Schiller University Jena, and the relevant funding partner, ThWIC.","Towards a Gold Dataset for Cross-Perspective Ontology Alignment in the Food Domain

Description: This A1 conference poster presents CrossAligner-Food, an ongoing effort to create an expert-curated gold-standard dataset for cross-perspective ontology alignment in the food domain. The work investigates whether ontology alignment systems, including large language model-based methods, can identify meaningful relations beyond equivalence and hierarchy. These relations are called semantic bridges: directed properties that connect concepts from different ontology perspectives while preserving their distinct meanings. The dataset draws on three ontology subsets: the Ontology for Nutritional Studies (ONS), Medical Subject Headings (MeSH), and the Ontology of Culinary Occupations (OccO).

Layout: The poster is arranged vertically. A full-width header is followed by a two-column conceptual section, a full-width six-step workflow, a two-column results section, and a full-width footer. The intended",,,
27,61,Bridging Theory and Practice in Semantic Data Science,"Dmitrii Orlov, Lise Stork, Nikolay Yakovets and Daphne Miedema",,https://drive.google.com/file/d/1ItNlqRaZCTe0srhvO-Bh3uDKsS8ON8f5/view?usp=drive_link,"Data Science Practice, Knowledge Graphs, Data Science Pipelines, Kaggle Notebooks, Dissemination",pd,Poster,"Bridging Theory and Practice in Semantic Data Science
AUTHORS: 
  - Dmitrii Orlov (University of Amsterdam) - d.s.orlov@uva.nl
  - Lise Stork (University of Amsterdam)
  - Nikolay Yakovets (Eindhoven University of Technology)
  - Daphne Miedema (University of Amsterdam)
CONFERENCE: SEMANTiCS 2026 - Poster & Demo Track

----------------------------------------------------------------------
1. POSTER LAYOUT & READING ORDER OVERVIEW
----------------------------------------------------------------------
This vertical (portrait) poster is structured into three main horizontal sections:

- UPPER SECTION (2 Vertical Columns):
  - Left Column: Motivation, Approach (including Figure 1 process illustration), and Implications.
  - Right Column: Research Question, Findings, and Conclusion.

- MIDDLE BLOCK (""Intermediate Observations"", Spans across both columns):
  - Core Figures 2 through 5 (containing 5 individual plots/diagrams total).

- FOOTER (Spans across both columns):
  - References and Contact Details.

RECOMMENDED READING ORDER FOR SCREEN READERS:
1. Poster Metadata
2. Left Column (Motivation, Approach, Implications)
3. Right Column (Research Question, Findings, Conclusion)
4. Middle Block Figures (Figure 1 through Figure 5)
5. Footer (References)

======================================================================
2. DETAILED POSTER CONTENT
======================================================================

--- LEFT COLUMN ---

## Section: Motivation
Many studies conceptually represent data science and knowledge graph work [1,2], but diverge from practice [1]. This relationship is not yet known for knowledge graphs. We believe understanding how practitioners build, and work with, knowledge graphs in diverse contexts is crucial for designing better tools and methodologies.

## Section: Approach
Thematic analysis on:
1. Theory (ACM DL): 42 workflows in theory, inductive codebook creation.
2. Practice (Kaggle): 39 workflows in notebooks, deductive codebook use.

[FIGURE 1 DESCRIPTION]
- Caption: Figure 1: two-stage study: comparing theory and practice via a shared thematic codebook.
- Type: Conceptual Diagram / Two-Stage Study Workflow
- Detailed Description: 
  The plot illustrates a two-stage research approach. It starts on the left with a ""1. Theory Thematic Analysis"" step. The plot indicates symbolically how from a collection of 35 ""ACM DL DIGITAL LIBRARY"" articles, we extract 42 workflows. Thick arrows leading from it over the top part of the plot lead to the creation of a symbolically illustrated ""Shared Codebook"" with 5 top and 15 core themes. Continuing from it, the research moves into the second stage ""2. Practice Thematic Analysis"". This area illustrates how we extract 39 workflows from 39 computational notebooks from Kaggle. Next, dashed arrows coming from the representations in literature and the shared codebook show how we quantify the findings in a form of stylized plots representing insights from theory. The right side of the plot uses dashed arrows from the shared codebook and the notebook workflows to illustrate how we quantify it into insights from practice. A thick gray arrow from the latter element points to a comparison step that overlays a dotted arrow connecting the two insight illustrations (shown as stylized, iconographic, bar charts).
","Bridging Theory and Practice in Semantic Data Science
AUTHORS: 
  - Dmitrii Orlov (University of Amsterdam) - d.s.orlov@uva.nl
  - Lise Stork (University of Amsterdam)
  - Nikolay Yakovets (Eindhoven University of Technology)
  - Daphne Miedema (University of Amsterdam)
CONFERENCE: SEMANTiCS 2026 - Poster & Demo Track

----------------------------------------------------------------------
1. POSTER LAYOUT & READING ORDER OVERVIEW
----------------------------------------------------------------------
This vertical (portrait) poster is structured into three main horizontal sections:

- UPPER SECTION (2 Vertical Columns):
  - Left Column: Motivation, Approach (including Figure 1 process illustration), and Implications.
  - Right Column: Research Question, Findings, and Conclusion.

- MIDDLE BLOCK (""Intermediate Observations"", Spans across both columns):
  - Core Figures 2 through 5 (containing 5 individual plots/diagrams total).

- FOOTER (Spans across both columns):
  - References and Co",,,
28,65,The EOBS Knowledge Graph: A Knowledge Graph of European Climate Observations,Ammar Yousaf and Auriol Degbelo,,https://drive.google.com/file/d/1b9n6rcrR68ySVOABqvszSn8GWbQVQOQk/view?usp=drive_link,"climate data, geographic knowledge graph, scientific knowledge graph, llm agent",pd,Poster,"This poster contribution is motivated by the research gap that raw observations about the climate are currently rarely semantically annotated, which limits their reuse by machines.

    To address this gap, the paper proposes a novel dataset: a knowledge graph (3.2 Billion Triples) about European climate observations (1950-2024).

    The authors used a Python-based NetCDF-to-RDF conversion pipeline to generate the knowledge graph. 

    They demonstrated the usefulness of the knowledge graph through a LLM Agent that supports text-to-SPARQL query generation (template-based) and federated search on Wikidata.

    The poster shows screenshots about the data model and the conversion pipeline used in the process of generating the knowledge graph. 

    The poster also shows an architecture of the agent, which demonstrates the usefulness of the graph, as well as images of the frontend. 

    The authors tested the agent using 16 categories of questions, with 3 examples per category (that is, a total of 48 questions).

    The results are promising, because the average accuracy rate was 80% (range: [68.8% - 87.5%]) when an LLM-as-a-Judge is used to test accuracy. That rate amounts to 90% (range: [81.2% - 100%]) after the manual inspection of all the results by a human.

    The average execution time across all questions and tests was 30.71 seconds (range: [1.38s – 61.11s]). 

    The poster also shows a link to the dump of the knowledge graph on Kaggle (as a QR code), a link to the code of the agent on GitHub (as a QR code), and a link to the demo of the agent on YouTube (as a QR code).","This poster contribution is motivated by the research gap that raw observations about the climate are currently rarely semantically annotated, which limits their reuse by machines.

    To address this gap, the paper proposes a novel dataset: a knowledge graph (3.2 Billion Triples) about European climate observations (1950-2024).

    The authors used a Python-based NetCDF-to-RDF conversion pipeline to generate the knowledge graph. 

    They demonstrated the usefulness of the knowledge graph through a LLM Agent that supports text-to-SPARQL query generation (template-based) and federated search on Wikidata.

    The poster shows screenshots about the data model and the conversion pipeline used in the process of generating the knowledge graph. 

    The poster also shows an architecture of the agent, which demonstrates the usefulness of the graph, as well as images of the frontend. 

    The authors tested the agent using 16 categories of questions, with 3 examples per category (that is",,,
29,66,From Text to Knowledge Gems: Design Principles and a Hybrid AI Approach for Sustainable Knowledge Curation,"Lucia Cvitanic, Heidelinde Hobel, Verena Parzer, Denis Havlik and Ghazal Etminan",,https://drive.google.com/file/d/1p8m4Pqp2JIo8DpoaSKcRJm0Sh2Pdeppa/view?usp=drive_link,"Neurosymbolic AI, Knowledge Graphs, Generative AI, Retrieval-Augmented Generation, Hybrid AI, Knowledge Engineering, Knowledge Curation, Agent-based Systems, Provenance-aware AI, Human-in-the-loop AI",pd,Poster,"""From Text to Knowledge Gems: Design Principles and a Hybrid AI Approach for Sustainable Knowledge Curation.""

Poster by Lucia Cvitanic, Heidelinde Hobel, Verena Parzer, Denis Havlik, and Ghazal Etminan, AIT Austrian Institute of Technology.

The poster presents an investigation into hybrid AI-supported knowledge curation using the NEB Junction EU project as a case study. The central problem is how to convert diverse project documents into structured knowledge. The approach develops and evaluates a hybrid AI workflow for creating structured knowledge artifacts and derives five design principles for maintainable hybrid AI knowledge systems.

Knowledge Gems are described as compact, structured knowledge artefacts that capture practical insights from project documentation, support both human and machine use, preserve links to original sources, and enable discovery, comparison, and reuse of knowledge. Within the NEB Junction case study, these structured knowledge artefacts are implemented as Knowledge Gems, or more specifically, NEB Gems.

The methodology is presented as a progression through four stages leading to the derivation of design principles. First, innovation managers manually curated high-quality knowledge artefacts and defined their initial structure, tone, and vocabulary. Second, AI-supported artefact generation was tested using a retrieval-augmented generation pipeline, with the manually curated artefacts and their template used as reference examples. Third, challenges encountered during these experiments motivated a modular hybrid AI workflow combining retrieval, knowledge graphs, LLM generation, validation, and human review. Fourth, the workflow was iteratively refined through generated artefacts, validation results, expert review, prompt adjustments, and schema evolution. Experiences and recurring challenges across these stages were then synthesized into five design principles.

Figure 1, labelled “Hybrid AI pipeline for semi-automatic Knowledge Gem creation,” shows the workflow used to create Knowledge Gems. Source documents feed a knowledge base with vector and graph databases. A retriever assembles grounded prompts for generation and structuring, followed by human validation and a final Knowledge Gem in the Knowledge Base.

","""From Text to Knowledge Gems: Design Principles and a Hybrid AI Approach for Sustainable Knowledge Curation.""

Poster by Lucia Cvitanic, Heidelinde Hobel, Verena Parzer, Denis Havlik, and Ghazal Etminan, AIT Austrian Institute of Technology.

The poster presents an investigation into hybrid AI-supported knowledge curation using the NEB Junction EU project as a case study. The central problem is how to convert diverse project documents into structured knowledge. The approach develops and evaluates a hybrid AI workflow for creating structured knowledge artifacts and derives five design principles for maintainable hybrid AI knowledge systems.

Knowledge Gems are described as compact, structured knowledge artefacts that capture practical insights from project documentation, support both human and machine use, preserve links to original sources, and enable discovery, comparison, and reuse of knowledge. Within the NEB Junction case study, these structured knowledge artefacts are implemented ",,,
30,71,Neurosymbolic Join Resolution for Enterprise Text-to-SQL,"Silvan Wiedmer, Albert Weichselbraun, Adrian M.P. Brasoveanu and Norman Süsstrunk",,https://drive.google.com/file/d/1Ql3AMRhpoBI0RbwmVQEiemK08jJE5_xS/view?usp=drive_link,"Enterprise Data, Knowledge Graph, Natural Language Interface, Neurosymbolic AI, Text2SQL",pd,Poster,"Neurosymbolic Join Resolution
for Enterprise Text-to-SQL

Affiliation: Fachhochschule Graubünden - University of Applied Sciences

Introduction:

Lack of explainability and reliability (e.g., due to hallucinations, misleading information or biased outputs) are serious obstacles towards the adaptation of LLMs in high-stake environments. We try to tackles this shortcoming by developing neurosymbolic AI
models that combine embedding-based language models (sub-symbolic reasoning) with machine-readable domain knowledge(symbolic reasoning), organized in knowledge graphs.

Section 1: Neurosymbolic AI

Neurosymbolic AI is a hybrid approach that combines the
strengths of neural networks (subsymbolic AI) and symbolic
reasoning systems.
- Neural networks facilitate the construction of knowledge graphs and ontologies by mapping natural language to structured inputs and understanding user intent.
- Symbolic AI leverages background knowledge to guide and constrain subsymbolic reasoning, and to perform precise, logical inference whenever sufficient information is available.
- Integration: The two paradigms are coupled through context provisioning and tool calling.

Alt Text:
A Venn diagram illustrating the synergy between Symbolic AI and Subsymbolic AI.
Symbolic AI (left, purple circle) is represented by a structured logic icon, and Subsymbolic AI (right, orange circle) is represented by a neural network brain icon.
The overlap between the two circles is labeled ""Reliability, Explainability, and Performance"".
Two curved arrows create a feedback loop: an arrow from Symbolic to Subsymbolic is labeled ""Background knowledge"", and an arrow from Subsymbolic to Symbolic is labeled ""Knowledge graph learning"".
","Neurosymbolic Join Resolution
for Enterprise Text-to-SQL

Affiliation: Fachhochschule Graubünden - University of Applied Sciences

Introduction:

Lack of explainability and reliability (e.g., due to hallucinations, misleading information or biased outputs) are serious obstacles towards the adaptation of LLMs in high-stake environments. We try to tackles this shortcoming by developing neurosymbolic AI
models that combine embedding-based language models (sub-symbolic reasoning) with machine-readable domain knowledge(symbolic reasoning), organized in knowledge graphs.

Section 1: Neurosymbolic AI

Neurosymbolic AI is a hybrid approach that combines the
strengths of neural networks (subsymbolic AI) and symbolic
reasoning systems.
- Neural networks facilitate the construction of knowledge graphs and ontologies by mapping natural language to structured inputs and understanding user intent.
- Symbolic AI leverages background knowledge to guide and constrain subsymbolic reasoning, and to perfo",,,
31,72,Evaluating SHACL Constraints with RDF Rules,Alexander Posselt and Dörthe Arndt,,https://drive.google.com/file/d/18ingOvUWupV9yhlphIZ2qdjPVXRt7Igb/view?usp=drive_link,"SHACL, N3, SHACL rules, Existential Rules",pd,Poster,"Validating SHACL constraints with Notation3 Rules. A poster presenting an approach for translating SHACL constraints into Notation3 (N3) rules and using the generated rules to validate N3 data.
The central diagram shows a workflow from left to right. A SHACL shape is provided as input to a translation process. The translation produces two types of N3 rules: target rules and constraint rules. The target rules determine which resources in the data are subject to a shape. The constraint rules check whether these resources satisfy the constraints defined by the shape. The generated rules are then executed by an N3 reasoner together with an N3 data document. The result is a validation report.
The poster illustrates the translation with a Pokémon example. The SHACL shape PokeTeamShape targets instances of PokeTeam. It specifies that each team must have between one and six teamMember values and that each team member must conform to PokemonShape. The corresponding N3 rules are shown below the SHACL shape. The rules first establish targets for PokeTeamShape and PokemonShape. Further rules collect the team members of a targeted team and check whether their number is below one or above six. A violation is produced when either the minimum or maximum cardinality constraint is not satisfied.
The poster describes an implementation of the approach using the Euler Yet another proof Engine, or EYE, as the N3 reasoner. The implementation uses auxiliary N3 files and queries for the translation. EYE executes the generated rules on the given turtle data to perform the validation.
The poster reports 97 percent compliance with the SHACL test suite. It highlights reasoner independence, integration with other N3 projects, prospective support for SHACL rules, and support for recursion as advantages of the approach.
Additional information on the poster describes N3 as a rule-based Web Logic supporting rule-producing rules and built-in functions, and notes differences between N3 and SHACL, including that lists are first-class citizens in N3 and that graphs are sets.
","Validating SHACL constraints with Notation3 Rules. A poster presenting an approach for translating SHACL constraints into Notation3 (N3) rules and using the generated rules to validate N3 data.
The central diagram shows a workflow from left to right. A SHACL shape is provided as input to a translation process. The translation produces two types of N3 rules: target rules and constraint rules. The target rules determine which resources in the data are subject to a shape. The constraint rules check whether these resources satisfy the constraints defined by the shape. The generated rules are then executed by an N3 reasoner together with an N3 data document. The result is a validation report.
The poster illustrates the translation with a Pokémon example. The SHACL shape PokeTeamShape targets instances of PokeTeam. It specifies that each team must have between one and six teamMember values and that each team member must conform to PokemonShape. The corresponding N3 rules are shown below the ",,,
32,98,From Server-centric to Client-centric Data Integration over Decentralized Knowledge Graphs with Personal Query Engines,Ruben Taelman,,https://drive.google.com/file/d/1gwOnR68poPCelHfONw8y1geuZ4PPBkGi/view?usp=drive_link,"Decentralized Knowledge Graphs, Query Processing, Personalization",pd,Poster,,"Client-centric query engines enabling personal, transparent, and privacy-preserving data integration over decentralized knowledge graphs.",,,
